Datum letzte Änderung_Modul;AGS;Regierungsbezirk;Landkreis;Gemeinde;Datum_Modul1; Link_Modul1; Datum_Modul2; Link_Modul2; Datum_Modul3; Link_Modul3; Datum_Modul4; Link_Modul4; Datum_Modul5; Link_Modul5; Datum_Modul6; Link_Modul6; Datum_Modul7; Link_Modul7; Datum_Modul8; Link_Modul8; Datum_Modul9; Link_Modul9;Status Verfahren
;09278167;Niederbayern;Straubing-Bogen;Oberschneiding;2014-05-16;;2014-09-02;;2014-11-08;;2014-11-11;;2015-02-14;;2015-04-23;;2015-06-24;;2015-07-03;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10313/150701_Fördersteckbrief_Oberschneiding.pdf;;;;
;09678164;Unterfranken;Schweinfurt;Oberschwarzach, M;2014-07-29;http://www.oberschwarzach.de/Breitbandversorgung.html;2014-07-29;http://www.oberschwarzach.de/Breitbandversorgung.html;2015-07-15;http://oberschwarzach.de/Breitbandversorgung.html;2015-07-15;http://oberschwarzach.de/Breitbandversorgung.html;;;;;;;;;;;;
24.08.2015_4;09179140;Oberbayern;Fürstenfeldbruck;Oberschweinbach;2015-05-21;http://www.vgmammendorf.de;2015-05-21;http://www.vgmammendorf.de;2015-06-27;http://www.vgmammendorf.de/index.php?id=0,1344;2015-06-27*;http://www.vgmammendorf.de/index.php?id=0,1344;;;;;;;;;;;;
;09778184;Schwaben;Unterallgäu;Oberschönegg;2015-01-22;http://babenhausen.vg-babenhausen.de/index.php?id=5684,185&suche;2015-01-22;http://babenhausen.vg-babenhausen.de/index.php?id=5684,185&suche;2015-10-24;http://babenhausen.vg-babenhausen.de/index.php?id=5684,185&suche;2015-10-24;http://babenhausen.vg-babenhausen.de/index.php?id=5684,185&suche;;;;;;;;;;;;
;09677169;Unterfranken;Main-Spessart;Obersinn, M;2014-09-25;http://www.obersinn.de;2014-09-25;http://www.obersinn.de;2015-02-28;http://www.vgem-burgsinn.de/sites/gensite.asp?SID=cms301020141658302100946&Art=2291;2015-02-28;http://www.vgem-burgsinn.de/sites/gensite.asp?SID=cms301020141658302100946&Art=2291;2015-06-19;http://www.vgem-burgsinn.de/seite/os/sinngrund/2291/-/Breitbandversorgung_Breitband-foerderprogramm.html;;;;;;;;;;
;09780132;Schwaben;Oberallgäu;Oberstaufen, M;2014-09-03;http://www.oberstaufen.info/index.shtml?breitband;2014-09-04;http://www.oberstaufen.info/index.shtml?breitband#1;;;;;;;;;;;;;;;;
23.10.2015_4;09780133;Schwaben;Oberallgäu;Oberstdorf, M;2014-12-23;http://www.markt-oberstdorf.de;2014-12-23;http://www.markt-oberstdorf.de;2015-08-22;http://www.markt-oberstdorf.de/aktuell/ausschreibungen/schnelles-internet.html;2015-08-22*;http://www.markt-oberstdorf.de/aktuell/ausschreibungen/schnelles-internet.html;;;;;;;;;;;;
;09673151;Unterfranken;Rhön-Grabfeld;Oberstreu;2013-12-05;;2014-01-25;;2014-04-18;;2014-04-18;;2014-08-22;;2014-10-24;;2014-11-18;;2014-11-19;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10088/Foerdersteckbrief_Oberstreu.pdf;;;;
;09190136;Oberbayern;Weilheim-Schongau;Obersöchering;2015-07-10;https://www.vg-habach.de/news/1/290824/nachrichten/breitbandausbau-in-obersöchering.html;2015-07-10;https://www.vg-habach.de/news/1/290824/nachrichten/breitbandausbau-in-obersöchering.html;;;;;;;;;;;;;;;;
;09274165;Niederbayern;Landshut;Obersüßbach;2015-03-05;http://www.obersuessbach.de/obersuessbach/rathaus/breitband/;2015-03-05;http://www.obersuessbach.de/obersuessbach/rathaus/breitband/;;;;;;;;;;;;;;;;
;09183135;Oberbayern;Mühldorf;Obertaufkirchen;<b>1: </b>  2013-01-31 ||<b>2: </b>2015-02-21;||http://www.obertaufkirchen.de/81-meldungen/201-schnelles-internet-fuer-die-gemeinde-obertaufkirchen-weiterer-ausbau;<b>1: </b>  2013-04-29 ||<b>2: </b>2015-02-21;||http://www.obertaufkirchen.de/81-meldungen/201-schnelles-internet-fuer-die-gemeinde-obertaufkirchen-weiterer-ausbau;<b>1: </b>  2013-10-09 ||<b>2: </b>2015-05-23;||http://www.obertaufkirchen.de/81-meldungen/201-schnelles-internet-fuer-die-gemeinde-obertaufkirchen-weiterer-ausbau;<b>1: </b>  2013-10-24 ||<b>2: </b>2015-05-23;||http://www.obertaufkirchen.de/81-meldungen/201-schnelles-internet-fuer-die-gemeinde-obertaufkirchen-weiterer-ausbau;<b>1: </b> 2014-03-25;;<b>1: </b> 2014-07-24;;<b>1: </b> 2014-08-28;;<b>1: </b> 2014-10-07;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10007/141006_Fördersteckbrief_Obertaufkirchen.pdf;<b>1: </b> 2015-09-12;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10363/150911_Projektbeschreibung_Obertaufkirchen.pdf;;
;09672139;Unterfranken;Bad Kissingen;Oberthulba, M;2014-01-30;;2014-06-04;;2014-10-30;;2014-10-30;;2015-04-18;;2015-10-13;;2015-08-14;;2015-10-20;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10449/150819_Fördersteckbrief_Oberthulba.pdf;;;;
;09375179;Oberpfalz;Regensburg;Obertraubling;2013-12-21;;2014-09-06;;2015-01-17;;2015-01-17;;2015-06-09;;2015-09-16;;2015-06-09;;2015-09-30;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10413/150928_Fördersteckbrief_Obertraubling.pdf;;;;
;09474156;Oberfranken;Forchheim;Obertrubach;2014-08-06;;2014-08-06;;2014-09-25;;2014-09-30;;2015-03-18;;2015-04-23;;2015-07-07;;2015-07-07;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10319/150706_Fördersteckbrief_Obertrubach.pdf;;;;
;09376151;Oberpfalz;Schwandorf;Oberviechtach, St;2014-04-11;http://www.oberviechtach.de/index.php?article_id=250;2014-08-26;http://www.oberviechtach.de/index.php?article_id=250?472,11;2014-12-19;http://www.oberviechtach.de/;2014-12-19;http://www.oberviechtach.de;2015-06-30;http://www.oberviechtach.de/index.php?article_id=250;2015-10-13;http://www.oberviechtach.de;;;;;;;;
;09189133;Oberbayern;Traunstein;Obing;2014-12-17;http://www.obing.de/?Schnelles_Internet;2014-12-17;http://www.obing.de/?Schnelles_Internet;2015-02-14;http://www.obing.de/?Schnelles_Internet;2015-02-17;http://www.obing.de/?Schnelles_Internet;2015-10-15;http://www.obing.de/?Aktuelles&Schnelles_Internet&realblogaction=view&realblogID=2&page=2;;;;;;;;;;
;09679170;Unterfranken;Würzburg;Ochsenfurt, St;2015-01-22;http://ochsenfurt.de/index.php?content=showpage&&id=0.04775700-1421743042&p=1|7|138;2015-01-22;http://ochsenfurt.de/index.php?content=showpage&&id=0.04775700-1421743042&p=1|7|138;2015-08-12;http://www.ochsenfurt.de/index.php?content=showpage&id=0.04775700-1421743042;2015-08-12;http://www.ochsenfurt.de/index.php?content=showpage&id=0.04775700-1421743042;;;;;;;;;;;;
;09174135;Oberbayern;Dachau;Odelzhausen;2015-04-02;http://www.odelzhausen.de/wirtschaft-und-verkehr/Breitbandausbau;2015-04-02;http://www.odelzhausen.de/wirtschaft-und-verkehr/Breitbandausbau;2015-09-11;http://www.odelzhausen.de/wirtschaft-und-verkehr/Breitbandausbau;2015-09-11;http://www.odelzhausen.de/wirtschaft-und-verkehr/Breitbandausbau;;;;;;;;;;;;
;09672140;Unterfranken;Bad Kissingen;Oerlenbach;<b>1: </b>  2013-07-05 ||<b>2: </b>2014-09-04;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm||http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;<b>1: </b>  2013-12-18 ||<b>2: </b>2014-09-04;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm||http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;<b>1: </b>  2014-09-19 ||<b>2: </b>2014-11-28;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm||http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;<b>1: </b>  2014-09-19 ||<b>2: </b>2014-11-28;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm||http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;<b>1: </b> 2015-03-10;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;;;<b>1: </b> 2015-04-08;http://www.oerlenbach.rhoen-saale.net/Aktuelles/Breitbandfoerderprogramm;;;;;;
;09779197;Schwaben;Donau-Ries;Oettingen i.Bay., St;2014-12-02;http://www.oettingen.de/index.php?id=5107,232&suche;2014-12-02;http://www.oettingen.de/index.php?id=5107,232&suche;2015-09-26;http://breitband.regensburg-it.de/oettingen_in_bayern#markterkundung-ergebnis;2015-09-26;http://breitband.regensburg-it.de/oettingen_in_bayern#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09271140;Niederbayern;Deggendorf;Offenberg;2014-06-14;http://www.offenberg.de/aktuelles.htm;2014-09-05;http://breitband.regensburg-it.de/offenberg#markterkundung-anfrage;2015-04-08;http://breitband.regensburg-it.de/offenberg#markterkundung-ergebnis;2015-05-27;http://breitband.regensburg-it.de/offenberg#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09574145;Mittelfranken;Nürnberger Land;Offenhausen;2014-10-09;http://www.offenhausen.de/breitband.htm;2014-10-09;http://www.offenhausen.de/breitband.htm;;;;;;;;;;;;;;;;
30.06.2015_4;09774171;Schwaben;Günzburg;Offingen, M;2014-12-17;http://www.offingen.de;2014-12-17;http://www.offingen.de;2015-03-31;http://www.offingen.de/de-user-Breitband-index.html;2015-03-31*;http://www.offingen.de/de-user-Breitband-index.html;2015-10-22;http://www.offingen.de/de-user-Breitband-index.html;;;;;;;;;;
14.01.2015_4;09780134;Schwaben;Oberallgäu;Ofterschwang;2014-04-23;;2014-08-20;;2014-11-08;;2014-11-28*;;2015-03-27;;2015-04-23;;2015-05-27;;2015-05-27;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10258/150526_Fördersteckbrief_Ofterschwang.pdf;;;;
;09180127;Oberbayern;Garmisch-Partenkirchen;Ohlstadt;2015-04-30;http://www.ohlstadt.de;2015-04-30;http://www.ohlstadt.de;2015-10-17;http://www.ohlstadt.de/de/schnelles-internet-in-bayern.html;2015-10-17;http://www.ohlstadt.de/de/schnelles-internet-in-bayern.html;;;;;;;;;;;;
;09571188;Mittelfranken;Ansbach;Ohrenbach;2014-10-25;http://wp.ohrenbach.de/?page_id=1692;2014-10-25;http://wp.ohrenbach.de/?page_id=1692;2015-01-20;http://wp.ohrenbach.de/?page_id=1692;2015-01-20;http://wp.ohrenbach.de/?page_id=1692;2015-06-18;http://wp.ohrenbach.de/?page_id=1692;2015-07-23;http://wp.ohrenbach.de/?page_id=1692;;;;;;;;
;09179142;Oberbayern;Fürstenfeldbruck;Olching, St;2014-10-31;http://www.olching.de/index.php?id=7785,195&suche=;2014-10-31;http://www.olching.de/index.php?id=7785,195&suche=;2015-04-09;http://www.olching.de/index.php?id=7785,195&suche;;;;;;;;;;;;;;
;09776122;Schwaben;Lindau;Opfenbach;2015-02-03;http://www.opfenbach.de/news/index.php?rubrik=1&news=269283&typ=1;2015-02-03;http://www.opfenbach.de/news/index.php?rubrik=1&news=269283&typ=1;;;;;;;;;;;;;;;;
;09571189;Mittelfranken;Ansbach;Ornbau, St;<b>1: </b>  2013-10-09 ||<b>2: </b>2015-08-04;||http://www.ornbau.de/news/1/293999/nachrichten/schnelles-internet.html;<b>1: </b>  2013-11-21 ||<b>2: </b>2015-08-04;||http://www.ornbau.de/news/1/293999/nachrichten/schnelles-internet.html;<b>1: </b> 2014-01-11;;<b>1: </b> 2014-05-20;;<b>1: </b> 2014-11-04;;<b>1: </b> 2015-02-02;;<b>1: </b> 2015-02-06;;<b>1: </b> 2015-04-11;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10207/150409_Fördersteckbrief_Ornbau.pdf;;;;
;09275138;Niederbayern;Passau;Ortenburg, M;<b>1: </b>  2014-02-20 ||<b>2: </b>2015-03-06;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Ortenburg.aspx;<b>1: </b>  2014-04-16 ||<b>2: </b>2015-03-06;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Ortenburg.aspx;<b>1: </b>  2014-07-04 ||<b>2: </b>2015-06-06;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Ortenburg/OrtenburgI.aspx;<b>1: </b>  2014-10-18 ||<b>2: </b>2015-06-06;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Ortenburg/OrtenburgI.aspx;<b>1: </b> 2015-03-12;;<b>1: </b> 2015-07-06;;<b>1: </b> 2015-05-09;;<b>1: </b> 2015-07-14;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10324/150713_Fördersteckbrief_Ortenburg.pdf;;;;
;09775142;Schwaben;Neu-Ulm;Osterberg;2015-10-23;http://www.altenstadt-vg.de/index.php?id=4455,175;2015-10-23;http://www.altenstadt-vg.de/index.php?id=4455,175;;;;;;;;;;;;;;;;
;09271141;Niederbayern;Deggendorf;Osterhofen, St;<b>1: </b>  2014-08-02 ||<b>2: </b>2015-09-01;||http://breitband.regensburg-it.de/osterhofen1#bestandsaufnahme;<b>1: </b>  2014-08-02 ||<b>2: </b>2015-09-01;||http://breitband.regensburg-it.de/osterhofen1#markterkundung-bekanntmachung;<b>1: </b> 2014-12-03;;<b>1: </b> 2014-12-03;;<b>1: </b> 2015-04-01;;<b>1: </b> 2015-05-20;;<b>1: </b> 2015-05-06;;<b>1: </b> 2015-09-12;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10364/150910_Fördersteckbrief_Osterhofen.pdf;;;;
05.10.2015_4;09777157;Schwaben;Ostallgäu;Osterzell;2015-02-12;http://www.osterzell.de/gemeinde/buergerservice/breitbandversorgung/;2015-02-12;http://www.osterzell.de/gemeinde/buergerservice/breitbandversorgung/;2015-07-25;http://www.osterzell.de/gemeinde/buergerservice/breitbandversorgung/;2015-07-25*;http://www.osterzell.de/gemeinde/buergerservice/breitbandversorgung/;;;;;;;;;;;;
;09673153;Unterfranken;Rhön-Grabfeld;Ostheim v.d.Rhön, St;2014-01-31;;2014-04-08;;2014-07-17;;2014-08-06;;2014-11-18;;2015-02-02;;2015-02-13;;2015-02-13;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10156/150212_Fördersteckbrief_Ostheim%20v.d.%20Rhön.pdf;;;;
;09177134;Oberbayern;Erding;Ottenhofen;2013-05-07;;2014-07-09;;2014-08-21;;2014-09-05;;2014-11-15;;2015-05-20;;2015-05-06;;2015-05-30;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10272/150319_Fördersteckbrief_Ottenhofen.pdf;;;;
;09574146;Mittelfranken;Nürnberger Land;Ottensoos;2014-11-29;http://www.ottensoos.de/sites/gensite.asp?SID=cms210320071743075031091&Art=01272;2014-11-29;http://www.ottensoos.de/sites/gensite.asp?SID=cms210320071743075031091&Art=01272;2015-08-06;http://www.ottensoos.de/sites/gensite.asp?SID=cms210320071743075031091&Art=01272:1335;2015-08-06;http://www.ottensoos.de/sites/gensite.asp?SID=cms210320071743075031091&Art=01272:1338;;;;;;;;;;;;
;09182127;Oberbayern;Miesbach;Otterfing;2015-02-12;http://otterfing.de/schnelles-internet;2015-02-12;http://otterfing.de/schnelles-internet;2015-06-27;http://www.otterfing.de/index.php?id=0,140;2015-06-27;http://www.otterfing.de/index.php?id=0,140;;;;;;;;;;;;
;09779198;Schwaben;Donau-Ries;Otting;2015-06-10;http://otting.vg-wemding.de/index.php?id=2804,191;2015-06-10;http://otting.vg-wemding.de/index.php?id=2804,191;;;;;;;;;;;;;;;;
27.05.2015_4;09778186;Schwaben;Unterallgäu;Ottobeuren, M;2014-10-10;http://www.ottobeuren.de/de/marktgemeinde/rathaus/breitband_ottobeuren.php;2014-10-10;http://www.ottobeuren.de/de/marktgemeinde/rathaus/breitband_ottobeuren.php;2015-03-11;http://www.ottobeuren.de/de/marktgemeinde/rathaus/breitband_ottobeuren.php;2015-03-11*;http://www.ottobeuren.de/de/marktgemeinde/rathaus/breitband_ottobeuren.php;;;;;;;;;;;;
;09271143;Niederbayern;Deggendorf;Otzing;2015-01-14;http://vg-oberpoering.de/97.html;2015-01-14;http://vg-oberpoering.de/97.html;2015-10-29;http://breitband.regensburg-it.de/otzing#markterkundung-ergebnis;2015-10-29;http://breitband.regensburg-it.de/otzing#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09780128;Schwaben;Oberallgäu;Oy-Mittelberg;2014-08-20;http://www.oy-mittelberg.de/de/news.html#news-Breitband;2014-08-20;http://www.oy-mittelberg.de/de/news.html#news-Breitband;2014-10-29;http://www.oy-mittelberg.de/de/news.html#news-Breitband;2014-10-29;http://www.oy-mittelberg.de/de/news.html#news-Breitband;2015-04-14;http://www.oy-mittelberg.de/de/news.html#news-AufbauBbR;2015-04-20;http://www.oy-mittelberg.de/de/news.html#news-DSLAusbau;;;;;;;;
;09273159;Niederbayern;Kelheim;Painten, M;2014-04-25;;2014-07-30;;2014-12-03;;2014-12-03;;2015-03-17;;2015-09-01;;2015-09-12;;2015-09-23;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10386/150917_Painten_Fördersteckbrief.pdf;;;;
;09189134;Oberbayern;Traunstein;Palling;2014-10-01;http://www.palling.de/index.php?id=0,16;2014-10-01;http://www.palling.de/index.php?id=0,16;2015-02-24;http://breitband.regensburg-it.de/palling#markterkundung-ergebnis;2015-02-24;http://breitband.regensburg-it.de/palling#auswahlverfahren-bekanntmachung;2015-08-15;http://breitband.regensburg-it.de/palling#auswahlverfahren-bekanntmachung;;;2015-08-15;http://breitband.regensburg-it.de/palling#kooperationsvertrag;;;;;;
;09577158;Mittelfranken;Weißenburg-Gunzenhausen;Pappenheim, St;2014-12-09;http://www.pappenheim.de/Breitbandausbau.420.0.html;2014-12-09;http://www.pappenheim.de/Breitbandausbau.420.0.html;2015-05-07;http://breitband.regensburg-it.de/pappenheim#markterkundung-ergebnis;2015-05-07;http://breitband.regensburg-it.de/pappenheim#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09374144;Oberpfalz;Neustadt a.d. Waldnaab;Parkstein, M;<b>1: </b>  2013-04-24 ||<b>2: </b>2014-08-13;http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html||http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html;<b>1: </b>  2013-06-25 ||<b>2: </b>2014-08-13;http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html||http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html;<b>1: </b>  2013-09-11 ||<b>2: </b>2014-12-31;http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html||http://www.parkstein.de;<b>1: </b>  2014-12-31 ||<b>2: </b>2015-02-28;http://www.parkstein.de||http://www.parkstein.de/top-startseite/10-ortsentwicklung/84-breitbandverbesserung.html;<b>1: </b> 2015-07-29;http://www.parkstein.de/markt-parkstein/breitbandversorgung/breitbandverbesserung.html;;;<b>1: </b> 2015-07-29;http://www.parkstein.de/markt-parkstein/breitbandversorgung/breitbandverbesserung.html;;;;;;
;09278170;Niederbayern;Straubing-Bogen;Parkstetten;2014-06-24;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=0&skt=0&suid=21&pid=0&id=7261;2014-08-29;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=0&skt=0&suid=21&pid=0&id=7261;2015-04-01;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=0&skt=0&suid=21&pid=0&id=8153;2015-04-01;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=0&skt=0&suid=21&pid=0&id=8154;2015-09-25;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=2&skt=3660&suid=21&pid=4272&id=8576;;;2015-10-03;http://www.parkstetten.de/index.cfm?resid=1&res=1024&sid=2&skt=3660&suid=21&pid=4272&id=8588;;;;;;
16.03.2015_4;09373151;Oberpfalz;Neumarkt;Parsberg, St;2014-05-07;http://www.parsberg.de/;2014-08-01;http://www.parsberg.de;2014-12-18;http://www.parsberg.de/breitbandausbau/;2014-12-24*;http://www.parsberg.de/breitbandausbau/;2015-04-22;http://www.parsberg.de/breitbandausbau/;2015-10-13;http://www.parsberg.de/breitbandausbau/;2015-09-25;http://www.parsberg.de/breitbandausbau/;;;;;;
;09677170;Unterfranken;Main-Spessart;Partenstein;2014-12-23;http://partenstein.de/sites/gensite.asp?SID=cms181220141057117234613&Art=1501;2014-12-23;http://partenstein.de/sites/gensite.asp?SID=cms181220141057117234613&Art=1501;2015-07-08;http://www.vg-partenstein.de/eigene_dateien/aktuell/2015/juli/ergebnis_markterkundung.pdf;2015-07-08;http://www.vg-partenstein.de/eigene_dateien/aktuell/2015/juli/auswahlverfahren.pdf;;;;;;;;;;;;
;09262000;Niederbayern;Passau;Passau;2015-08-14;http://www.passau.de/breitbandausbau;2015-08-14;http://www.passau.de/breitbandausbau;;;;;;;;;;;;;;;;
;09177135;Oberbayern;Erding;Pastetten;2014-11-05;http://www.pastetten.de/;2014-11-05;http://breitband.regensburg-it.de/pastetten#markterkundung-bekanntmachung;2015-08-14;http://breitband.regensburg-it.de/pastetten#markterkundung-ergebnis;2015-08-14;http://breitband.regensburg-it.de/pastetten#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
29.01.2015_4;09276134;Niederbayern;Regen;Patersdorf;2014-09-02;;2014-09-02;;2014-10-16;;2014-11-27*;;2015-04-08;;2015-09-09;;2015-05-22;;2015-09-19;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10376/150917_Fördersteckbrief_Patersdorf.pdf;;;;
17.12.2015_4;09178150;Oberbayern;Freising;Paunzhausen;2014-10-08;http://www.paunzhausen.de;2014-10-08;http://breitband.regensburg-it.de/paunzhausen#markterkundung-bekanntmachung;2015-09-30;http://breitband.regensburg-it.de/paunzhausen#markterkundung-ergebnis;2015-09-30*;http://breitband.regensburg-it.de/paunzhausen#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09377145;Oberpfalz;Tirschenreuth;Pechbrunn;<em> 2015-02-24</em>;;<em> 2015-02-24</em>;;;;;;;;;;;;;;;;ausgesetzt_2015-05-05
;09472175;Oberfranken;Bayreuth;Pegnitz, St;<b>1: </b>  2013-09-25 ||<b>2: </b>2015-03-07;||http://www.pegnitz.de;<b>1: </b>  2014-03-14 ||<b>2: </b>2015-03-07;||http://www.pegnitz.de;<b>1: </b>  2014-05-16 ||<b>2: </b>2015-05-06;||http://www.pegnitz.de/default.aspx?ID=85cac82d-b80a-4283-9b22-80194807c3ab;<b>1: </b>  2014-05-16 ||<b>2: </b>2015-05-07;||http://www.pegnitz.de/default.aspx?ID=85cac82d-b80a-4283-9b22-80194807c3ab;<b>1: </b> 2014-11-28;;<b>1: </b> 2015-02-02;;<b>1: </b> 2014-12-03;;<b>1: </b> 2015-07-08;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10320/150707_Fördersteckbrief_Pegnitz.pdf;;;;
;09190140;Oberbayern;Weilheim-Schongau;Peiting, M;2014-11-28;http://www.peiting.de/freizeit/leben-in-peiting/breitbandausbau-in-der-marktgemeinde-peiting;2014-11-28;http://www.peiting.de/freizeit/leben-in-peiting/breitbandausbau-in-der-marktgemeinde-peiting;2015-08-01;http://breitband.regensburg-it.de/peiting#markterkundung-ergebnis;2015-08-01;http://breitband.regensburg-it.de/peiting#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09372146;Oberpfalz;Cham;Pemfling;2014-02-11;http://www.pemfling.de;2014-07-03;http://www.pemfling.de;2014-08-13;http://www.pemfling.de;2014-08-13;http://www.pemfling.de;2015-04-08;http://www.pemfling.de;2015-10-13;http://www.pemfling.de;2015-10-22;http://pemfling.de/de/buergerservice/dsl-erschliessung/kooperationsvertrag.php;;;;;;
